SYMBOL	logFC	P.Value
PDPN	-0.0835078443351422	0.328551612598492
COPA	0.207281819704723	0.369844588577362
CEMIP	-0.531767472871367	0.00761284980604976
ASPN	-0.240351642215575	0.0063894046254862
APOL6	-0.136646530697457	0.0976051099552577
GATA6	0.105945758201093	0.620959897567557
MAB21L1 /// MIR548F5	-0.592618465726446	0.00320906884351658
LGR4	-0.121957849273544	0.224973239393025
PFKFB3	0.517754118226454	6.93957051909145e-06
BAZ1A	0.354019058152181	0.0033435877832816
F2RL1	0.648702295349645	2.4327175377465e-05
PPP1R3C	-0.945619243581511	3.84316962982595e-07
JAK2	0.0751892837409462	0.382386218097551
MTCL1	-0.170078940965563	0.196248119805589
PTGFR	-0.0683694893677504	0.523344497394947
KLF9	0.144156429590583	0.413291271627859
TMEM2	0.410730700563407	1.13459737209363e-05
MYBL1	0.0189978766902223	0.871361073828295
RUNX1T1	-0.498811925688401	0.0149887296246733
GEM	0.842021405192034	0.000304937335889075
CYR61	0.604409199811604	0.0288274302438824
DACT1	0.671574042541671	5.80547440252643e-06
IFI6	0.0270892291394969	0.724902955000079
SOCS2	0.340137895096022	2.48973116457088e-05
HMOX1	-0.404682123056146	0.0699633854848621
NUPL1	0.663715273567035	0.00125792959678566
APOL3	-0.0303008201394812	0.522288697104484
FOXF2	-0.322957892677524	0.00405904581602116
BTG2	0.689239052344209	6.01139191850897e-05
FGF18	-0.561487982543473	0.0125040711263105
VEGFA	1.32078578620653	4.44811413338113e-10
IL15	-0.220010364646727	0.0454011823005892
CLDN1	-0.151888711980067	0.0196235049225463
FAM49A	-0.457205448608692	0.006523299116762
VEGFC	0.450313023101456	0.00057145114005339
KLF6	0.586043507699282	4.87350113334924e-07
COL4A1	0.329792332387688	0.000868427016791506
ATP10A	0.138713544512693	0.090271556176491
MAP3K5	0.466786993248201	0.000960700581914115
PDLIM4	0.461532857032614	0.00534389863659709
ZNF804A	0.147801957311601	0.142181802706222
AMIGO2	-0.260312176733684	0.142631559204565
OSGIN2	0.0526392947771779	0.465194875801319
RASL11B	-0.00950533131158782	0.883609539961648
MAF	-0.607589956840572	1.86038018420566e-05
RHOBTB1	-0.280192928277168	0.0431111187312669
PTX3	0.263816800326101	0.00554458612138516
ARL4C	0.122424445306168	0.00763035315453322
IFITM1 /// IFITM2	-0.0605151460851374	0.148668049447735
CDKN1B	-0.8413850771884	2.36216921899744e-05
SP110	-0.0207392346648483	0.675301868647552
ID2	-0.493676678518105	0.0520880910896796
ADAMTS5	-0.634479388601442	0.00455963794012769
BST2	-0.0436161770960108	0.307709393512193
PSMB9	-0.171502109114123	0.00832424370081846
INHBA	0.00948820162501285	0.901959500476322
NAP1L3	-0.222762195635862	0.160218624162197
MBNL2	0.108614920813407	0.554593184944673
FJX1	0.67906125331884	1.66199356699767e-05
UGCG	0.433706068577905	0.0111179605801513
PDE4B	0.104139435101453	0.34953939919849
BMP2	0.310950479375008	0.00264590466565794
AGO2 /// CASC7 /// CASC7 /// DQ574852	0.936122728632252	7.22181729250198e-05
ADORA2A /// SPECC1L-ADORA2A	-0.0469020748894859	0.310239733047337
TNFRSF11B	0.102367027820662	0.619611103131564
CTPS1	0.439631753771748	0.00169108088841603
ST8SIA1	-0.426444472402165	0.0022371847427142
IFITM1	-0.118884002260859	0.00822665046243871
SCG2	0.674531237856889	0.00135426686200123
PMEPA1	0.217488889172105	0.00149550389525921
NMI	-0.212875502987312	0.000227345513727146
ABO	-0.0808700923369541	0.721432713190828
TBX2	0.185466391393128	0.0043213448017223
NFKB1	-0.00190624089673364	0.975664420671188
IRF7	-0.0587679474003577	0.209883252408338
TSPAN12	-0.512103430610503	0.00634024874891138
CDKN1C	-0.598545482094194	0.000727506767915481
SAMHD1	-0.0481128234800625	0.318607013787953
DKK1	0.0969307910833423	0.33247498872124
PHLDA1	1.01688297511957	5.53085400784031e-10
ESM1	0.288089409730077	0.0232154234464672
PAWR	-0.0855487266159383	0.326840549058961
CCNL1	0.806190282519934	7.47886634389168e-06
SLC6A15	0.714701412143121	0.00950948301182155
DAPK1	-0.13533490619383	0.319914705067394
CNIH3	0.342566157615954	0.0276753030860786
PPP1R15A	0.500205444632251	8.23406082090091e-07
TMEM100	-0.424270253715574	0.002420659681309
SLC19A2	0.367242190769932	0.0183837205233084
LAP3	-0.0141632684365849	0.758251697847093
HILPDA	-0.17961768151811	0.0389811762576194
DIRAS3	0.939242239380446	5.88552227191981e-05
ZBED8	-0.357787487344196	0.0697679091701168
NINJ1	-0.0630215202699169	0.194942109868378
DLC1	0.344780134313416	0.0152410963334666
LYPD1	0.0143997023750035	0.802653160215028
SLC25A28	0.0391499769275399	0.63324735162342
OLFML2B	-0.106524251117747	0.250114939864495
PTGER3	-0.0446327963260851	0.839827774391229
MTUS1	0.203438297606889	0.0353814227334417
NR1D2	-0.391085751672091	0.0569317075066166
SLC5A3	0.393459498786241	0.0873324449707507
IRF2	0.0361062711793467	0.707224162912138
TDRD7	0.0234906711068961	0.622915684340978
XAF1	-0.10118378027898	0.424824047877121
BRIP1	-0.0180888831612278	0.603511732616991
TXNIP	-0.0687155132246193	0.542101043619466
NRG1	0.116998837094211	0.109709189671357
APOBEC3F /// APOBEC3G	-0.16586120056702	0.0175707723148246
TRIB2	1.00146963761958	1.19245768487751e-11
REL	0.117222289445658	0.16873033537436
MAFB	0.0585291069365992	0.739857498091481
MMP10	0.674410623250004	0.00291961600937637
DNAJB9	0.0488216595706552	0.594657967525988
NOC3L	0.291327323657618	0.0871767618416655
NFAT5	0.133214490782615	0.530411304754656
SMAD7	0.437935577469209	2.10581178878475e-05
THEMIS2	-0.0400800980036156	0.582083690657966
VDR	-0.327461451945648	0.0496896915703044
HOMER1	0.521017220275369	0.00123104719969354
FAM46A	-0.0823031782753496	0.273480150409891
OGFRL1	-0.0543515130307908	0.309061483677442
ATP13A3	0.568442472036247	0.00227831896266556
MNT	0.139278744643132	0.456887655963812
MYC	1.41885648968479	4.73867003110565e-13
CITED2	0.102796962661238	0.392714721500613
KANK1	-0.160368200427531	0.103339972671934
ADAMTS1	-0.189412186786212	0.0893473937705145
TRIM36	0.104139642074279	0.0440125008174936
MSC	0.00360591332608973	0.951951377852975
CX3CL1	0.0619870154021802	0.118650070687742
LYN	0.0491733828315262	0.597845937235052
IFIT5	-0.0769473991720968	0.223362577173981
FRMD4A	0.831274310434789	0.000141485426598235
AMPD3	-0.0012929223025262	0.985794306981192
CSRP2	-0.398117442344194	0.0008113805253722
MICB	0.118599723983701	0.0981807735864182
HOXA5	-0.498762964726438	3.07244183880982e-05
TUFT1	-0.140051618838763	0.357734942780583
HK2	0.623915932710147	2.0882850849939e-06
FGF5	0.335845085282613	0.00584566151498676
RRAD	-0.162287907650355	0.209261079294708
EDRF1	0.0741333258876864	0.726252690217273
THAP10	-0.379018108157597	1.75971748858226e-05
IGFBP5	-0.0357574339782545	0.864412664510333
S1PR1	-0.62581233253622	0.000376572479173471
CLIC4	0.277220939480081	0.0988860834800776
SOX4	-0.346610285204704	0.000763706678505468
LEPREL1	0.0471451215978362	0.519076497931235
SLC11A2	0.023508680853265	0.800846991882152
PLSCR1	-0.336979397552533	0.00300339429114958
PLAUR	0.783191977648561	2.82017390820749e-06
PDGFA	0.028768888329715	0.726952461240964
COL6A1	0.415282436027184	0.0483702705886113
CFLAR	0.169390170061602	0.00270891011840172
KLF4	0.743310670893125	1.53846691586279e-10
PLOD2	0.0237311795344306	0.803755845851104
PUS7	0.527484131005439	0.007554303809279
AURKA	0.783976513105086	3.70993491955397e-06
TDO2	-0.190654271197456	0.066823561153252
MT1M	-0.0268103443170258	0.543156837846436
TAF9B	0.0881362118931239	0.62873703539895
ZFYVE26	-0.133095738699267	0.21517849847649
KLF7	0.303315409019935	0.0451731600785217
STON1	-0.31147003736231	0.00676348635786834
CSF2	0.0229869317989193	0.579173371831231
SLITRK5	-0.335529900329703	0.00399126895899463
EEA1	-0.432856299740939	0.0106303118723341
TJP2	-0.0600981262717326	0.408042026832949
FST	-0.0332436368242686	0.710520843866709
SPSB1	0.580447132882254	0.000172395726585512
PRR16	0.538520970317038	0.00155429926131839
CARD10	0.513424976000007	0.000129582673067161
GPSM2	0.140734917681165	0.016802712643278
GAREM	0.0102712147971067	0.909075379373325
GAS1	-0.446599832027167	0.000326198594229147
TIMP3	0.743857298827912	2.11384834729741e-06
GLS	0.337840658367764	0.00877831511203532
ATP2B4	0.140697694534428	0.415582251082612
DHX9	0.347400210452903	0.0515629001998148
SNCAIP	-0.337075256302528	0.0301106048293944
ADRB2	0.554119724782614	9.32840282172409e-09
KITLG	0.231559691619572	0.147368094810335
TRIM21	0.0553515725652263	0.210603411388687
DDX3X	0.463537331655808	0.00663348719692709
ERI2	-0.0625950357590472	0.634519978547723
SQRDL	0.093227947601461	0.322693120399817
DDIT4	0.0473532449257297	0.753827290734142
SH3PXD2A	0.371128975969207	0.00050583981118973
BMP4	-0.498435778115935	0.000408399670199158
NGF	0.0481858696068915	0.440876006785506
SMAD3	0.266784664085153	0.0757615727419792
PER2	0.393434682469208	0.0285745461366106
PLEKHA5	-0.278871486480062	0.0162894346860158
F3	0.350139972550735	0.0390208367050131
STK38L	0.108038412103266	0.23403113826742
MN1	-0.756289481181153	0.000244201915021312
EMP1	0.904710094873197	7.51651886306256e-09
GREM2	0.574249822367756	0.00112498491273875
FLRT3	0.0411014265724745	0.806511586912783
PNISR	-0.12573781965398	0.397531190455316
ACKR3	0.264455072981891	0.000743742473843834
FOSL2	-0.266006352822457	0.181437919968703
ADAM12	0.0213771031539913	0.851596973226978
FZD2	-0.464377215224637	2.11456707816108e-05
RAPGEF4	0.453171534137685	0.000831519076526401
SGK1	0.530936323012689	8.9160766586488e-06
DUSP4	0.879917227501817	1.78587815531124e-05
TNFSF4	0.405535611047107	0.00330256540492035
TNIP1	-0.0928859364130332	0.0252805330879959
RBM47	-0.0146959561884024	0.653040711754234
SYNCRIP	0.7074488906087	6.97495892297183e-06
MMP3	0.135587362753629	0.0691907385268955
BLZF1	0.0461045581739201	0.491476042288436
GNA13	0.12907833975725	0.444376684883952
HGF	0.148555207699289	0.210460036310543
PLAT	0.689756517826101	0.00177397722070611
GNS	0.197909063077905	0.251465295445307
IFNAR2	-0.0850478930978182	0.0764307884553373
TIPARP	0.512474743192035	0.0189730781221356
NFIL3	0.145670071143124	0.256839284500138
ANKRD12	0.115777142153991	0.505836108760447
GPR37 /// SEL1L2	-0.220351200528974	0.20802824645568
TMEM140	-0.222656967612308	0.000469922929881112
TOP1	0.649139607125008	0.000747951044754215
DYRK2	0.391460504835151	0.000345726034710623
SEMA3C	-0.0329852285652112	0.843576224878029
RASL12	0.00447296265942576	0.928750294220747
CABYR	-0.370867796094197	0.0131626140368734
FGF7	-0.14750452696376	0.229699867287999
COL8A1	0.354855249757255	0.000495572099065069
HMGB2	-0.704951483481876	4.21183913817562e-07
LARP4	0.286795875686605	0.146825661634092
TRPA1	0.255095956726462	0.0209097476253108
XYLT1	0.0575996595090604	0.575826356210502
SKI	-0.0322611265778923	0.788881722390912
PANX1	0.236726756717398	0.000101713982367242
STEAP1	0.0432296586992837	0.498938721130448
KDM6B	0.4286150891395	0.00302514189151587
TRIM38	0.112896840222835	0.0850663140803263
ID3	-0.508275166610497	0.00301117005916212
EXPH5	-0.257311216336951	0.0523123429886778
SLC43A3	-0.0504391253876779	0.459453167472466
BACH1 /// GRIK1-AS2	0.455638844585149	0.000747888574016352
ELOVL2	-0.0427952616412997	0.33976467002194
NUSAP1	-0.436672426932965	0.00951163245768049
TMX1	0.0824503043623288	0.44589785732317
HIVEP2	0.226567894766308	0.012972926286735
NFE2L3	-0.0294141191412978	0.713766631966258
TRAF1	-0.0383600295887634	0.44953312419212
SCD	0.127837464617762	0.461727976630571
IFI30 /// PIK3R2	-0.118082714226443	0.003407862644074
SERPINB9	0.184979400500003	0.189996091827817
MCTP1	-0.00591883695470852	0.944144938765929
EPHA2	0.91433234154711	1.22318734290216e-09
DSPP	-0.0167937124184707	0.926222570423458
COL1A1	0.14107928474458	0.138212131585246
RAB11FIP1	-0.242032415184772	0.115511272642649
NFKBIE	0.159675813469207	0.00259496481854209
PIM1	0.153394749534423	0.117431333713222
SOCS1	-0.370962860336951	0.000333735682633479
SLFN12	0.0575731493967471	0.588269839427011
FILIP1L	0.404482156358704	7.3288293509362e-06
ATF5	0.0450914854384115	0.420949251329366
NOP16	0.650782718164867	0.000441235251169316
RASSF2	0.0287789477916807	0.448508652620795
ZNF365	-0.121899088356879	0.137482298346968
BID	0.120394912032612	0.197565239589438
DDX21	0.708848122630446	2.23678463328883e-05
STK17B	0.0467924420416717	0.713162094239696
EPHA4	0.227030940161239	0.052354920399888
SMAD6	-0.285168656565213	0.00362666520144834
KCNA3	0.14399089980073	0.0163875270435417
EHD1	0.424187342744571	2.24017093889222e-05
TRIM2	-0.178405221003622	0.0153941372517029
IL6R	-0.204979082829706	0.0702764668019417
MMP1	0.508909385851457	0.00173860501283922
TSPAN13	0.377311669599643	0.0295800075679504
APOL2	-0.0597309928568768	0.19612813385706
IL32	-0.0200242129637607	0.725179454845958
KCNJ15	0.731362276295291	0.00016270641766653
CLK4	-0.168226540188397	0.359146963163939
TNFRSF12A	0.835363141918485	1.6790263116611e-07
TAP2	0.0823192053985533	0.164473359558929
TSPAN2	-0.0470758114981829	0.13680850525404
SPRED2	0.832992708581536	4.30770022714462e-07
KCNS3	-0.133214603141298	0.0281675228252871
SLC22A4	0.290768639282613	0.000433244958245455
PCDH9	-0.266231757259054	0.00331974504854495
KLF11	-0.145441954905793	0.42651066817885
PER3	-0.372253378784415	0.0160412174234633
STC2	-0.537868831619551	1.63308852685317e-05
CCNJ	0.565055136360508	6.11088293525526e-05
PELI2	0.026047537193846	0.804261398468516
MAK16	0.53333473499276	0.00155920190720952
PLXDC2	0.126182851219206	0.115398568731971
IQGAP1	-0.0235014346394831	0.896973601626846
ARHGAP29	0.368162789911239	0.00798502133607298
PTHLH	0.0752709252318877	0.203422337779198
ZNF267	0.363867364108696	1.76192904408343e-05
CASP7	0.168277813699282	0.005169305200728
GUCY1B3	-0.595955194257241	0.000894227669623305
NUP98	0.612999255836963	1.8514247033077e-05
HOXB5	-0.232100835829703	0.0017059879749943
ACSL4	0.100315955221021	0.318293768845574
C3	-0.105069246846006	0.153604187597268
SLC2A6	0.00109805535326757	0.987501196281277
PRPS1	-0.0452229113097724	0.579482059891723
NCOA3	0.21196381811776	0.0359762672513438
PLK3	0.969894596532614	1.17603398116235e-11
LRRN3	-0.00486624694927063	0.966338554115636
NAB1	0.42169336327899	0.00201140990910499
FUT4	0.182616714380441	0.0082571875747439
CLK1	-0.141890454766298	0.415552011532361
FAT4	-0.26215384957788	0.0439265960645741
SLC25A37	0.469966649282613	0.000151286359048875
FAXDC2	-0.455944539344194	7.7389458868478e-06
HSP90B1	-0.112099787891301	0.476208510841874
NEDD9	0.20763107411595	0.0430268218899641
MAN1A1	0.0437521169510893	0.703021588593376
DIEXF	0.40224563836776	0.032467301314696
GTF2I	0.127431300472836	0.421651849945915
NBN	-0.0104066707662973	0.89691974284809
WARS	-0.0869877250633966	0.146862104236673
HDAC9	0.0315698171630512	0.64705714397504
MEGF9	-0.258521627235496	0.00154673857030327
SYNE1	-0.175829695260861	0.116657426008552
FGD6	0.0238253663822499	0.71744600726387
ENDOD1	0.000995464246381417	0.990293194548734
OSMR	0.446615409775367	0.00213520573746759
LEPR /// LEPROT	0.00765738790761628	0.95648776154542
CEP68	-0.0441312206920239	0.561332535747205
NFKB2	0.0707241165706591	0.169960109110464
APBB2	0.112666935757253	0.164895080490367
BCOR	-0.0360922962970971	0.588395986756919
MIR6883 /// PER1	0.48883107793116	0.00780653418638445
CDKN2B	0.589588072527178	1.49159503768196e-05
SLC15A3	-0.0236698309311505	0.620671542823086
HAS2	0.538766732807976	2.25363903740606e-05
LDB2	0.0736958811032693	0.269683964458178
HSPA1A /// HSPA1B	-0.020557663443836	0.845742203125427
SOWAHC	0.892666042333341	3.51013158394724e-07
AMD1	0.782872105449283	2.15252233178464e-08
ANKRD46	0.117957696215587	0.505320550298563
RGS20	0.432846931583342	0.000319961536087119
MAT2A	0.501336311150368	0.000648753214500877
ROR2	-0.308158957208324	0.0734100334809416
THBS1	0.263155385289861	0.0784528561924329
PAPD7	0.410805752262682	0.00102077345848751
IER5	0.742154917856896	1.89136118121515e-06
PSMB8	-0.152436163960134	0.000703282332597978
DYNC2LI1	-0.128070359806146	0.149307679412542
FRY	-0.229575585135863	0.11158039980843
ARHGAP28	-0.0268000756684721	0.853676407714528
NFIX	-0.286823161766301	0.0972998137899719
ELL3	-0.451608231735499	0.00102993291675445
SKP2	0.0236836879166731	0.863651646859009
SLC4A4	0.0541252085181227	0.715564509129805
FAS	0.268604920746381	4.54188459062367e-06
WASL	-0.206423056344198	0.205651804845972
LINC00341 /// SYNE3	0.0539137836847932	0.322750336727303
LGALS8	0.0415973067391384	0.626073701954939
CPD	0.187087494909427	0.181591102794579
TM4SF1	-0.123860819003616	0.0602626413386523
NCKAP1	0.091813602137691	0.557690518181104
CDKN2C	-0.51982464939311	0.000507959267964905
CD58	0.215193519577904	0.141694951510092
ARHGAP6	0.445995417867758	0.0165963924052856
MSH2	-0.175311270909417	0.0353900490103863
RCOR3	-0.0109939129039809	0.923024009984557
EDEM3	0.333598839108703	0.0399145789116735
PPP1R10	-0.0964473125561529	0.483806766002431
FSTL3	-0.0803200227735443	0.217878648819371
BPGM	-0.126479454028978	0.0623301874204729
ZFP36L2	0.376189919204716	0.00166034041854074
ZBTB10	0.180425536650366	0.129798590845662
RNF128	0.373021951891311	0.0367751709728566
EXOC5	0.244380895030804	0.0871099795008774
SAT1	0.165784682376829	0.000555835187721565
CBLB	-0.135638161235498	0.349232683524702
PSTPIP2	0.175106772253628	0.0492221576748294
GSAP	0.0299757266902185	0.738194503005847
PTPN12	0.339423652320662	0.0226857501396068
B3GNT2	0.411264276054355	0.000693510145243202
ANKMY2	-0.15103088063586	0.0342326041149295
TRIM23	0.0894019712409495	0.535496300448992
LZTS1	0.749509586391309	5.90354710336241e-06
PIK3IP1	-0.41599779025905	1.15382702423067e-05
EDNRA	0.211974834793487	0.0519022439150362
NR2F2	-0.0535223345597728	0.360612968079659
KLF5	-0.00975750920651919	0.90316301877419
DRAM1	-0.0477814225289723	0.239832138445325
KLHL24	-0.250081186690212	0.0903393102064648
BCL3 /// MIR8085	0.421006919077904	2.97602180626623e-06
TNFRSF10D	0.291487003014496	0.0394831912087155
AIM1	0.123875877188413	0.146590882163011
SRSF7	0.436867947000006	0.000380861042698029
NCOA2	-0.0396435341123125	0.784566866630576
CD83	0.0206949754384143	0.658345397334203
TMOD3	0.166254337682981	0.214126727730302
DOCK10	0.278251798079719	0.0708857186797565
INTS6	0.0592527702083387	0.652021980934733
ELF3	-0.0466975397536151	0.286370517616712
NMT2	-0.119363190849628	0.199004008928872
FZD6	0.165442417760872	0.115652041655612
ZKSCAN7	-0.251083966077894	0.0728518518535189
ASPH	0.15244528069204	0.281246033022707
FZD7	0.223792732489146	0.00965554038726013
DCBLD2	0.446846893449279	0.00674665043388048
VSNL1	0.492109530197467	0.00674520944872835
PDE5A	-0.0524355580271578	0.676909716361553
ATRIP /// TREX1	-0.105579551420282	0.00960656650945464
LSS	0.00793171562319639	0.957032126963997
