> GSM286756 loglikelihood=-48.0875
PRKCZ	-0.230799
ROBO1	-0.0114193
SRC	0
SRF	-0.0556594
SYK	0
TP53	-0.287831
ABCA1	0.221144
FHL2	-0.0905501
IGFBP3	-0.202341
MME	-0.060661
MMP2	-0.202341
PMAIP1	-0.259421
BCL2L11	-0.282047
BIK	0.198571
MGP	-0.0537205
CDK6	0.402341
RBL2	-0.142392
CXCL12	0.0978115
IGFBP4	-0.0770859
PGR	0.0741174
ARRB1	0.113281
IGF2	-0.015952
FOSL1	-0.231028
FOSL2	-0.231028
RPS6KA3	-0.243565
TH	-0.216066
TSC22D3	-0.260668
GATA4	-0.120224
HSPB8	-0.124126
JAK2	-0.190493
TFPI	0.416585
MYBL1	-0.203301
HEY2	0.0183104
NPY1R	-0.225219
RASGRP1	-0.0537205
SLIT2	-0.015952
LRP1	0
RET	0
TNS3	0
BLNK	-0.142028
BTG2	-0.279959
KAT2B	-0.279959
RNF144B	-0.279959
TP53INP1	-0.279959
> GSM286758 loglikelihood=-16.1898
APOA1	-0.0464038
AR	-0.302428
BCL2	0.217003
BCL2L1	0.0441692
BCL2L2	0
BMP2	-0.0531588
CCND1	-0.319681
CDK4	-0.289551
CTNNB1	0.14069
ESR1	-0.420992
FN1	-0.0798051
HRAS	-0.908119
IGF1R	-0.450514
IGF2R	-0.0114193
INSR	-0.0309818
JUN	-0.807908
MAPK1	-1.01019
MAPK3	-0.605182
MMP9	-0.0856462
NCL	-0.482053
NOTCH1	-0.0226557
NPY	-0.156646
NR1H2	-0.0464038
PAPPA	-0.0398456
PRKCQ	-0.0531588
PRKCZ	-0.868853
ROBO1	-0.0114193
SRC	-0.760087
SRF	-0.0518367
SYK	-0.722489
TP53	-0.899369
ABCA1	-0.0722164
FHL2	-0.214036
IGFBP3	-0.55047
MME	-0.221707
MMP2	-0.55047
PMAIP1	-0.608065
BCL2L11	-0.00312461
BIK	-0.15243
MGP	-0.0537205
CDK6	-0.293456
RBL2	0.29981
CXCL12	-0.315747
IGFBP4	-0.298397
PGR	0.140426
ARRB1	0.639093
IGF2	-0.015952
FOSL1	-0.754221
FOSL2	-0.754221
RPS6KA3	-0.977124
TH	-0.806249
TSC22D3	-0.924865
GATA4	-0.321034
HSPB8	-0.569948
JAK2	0.157978
TFPI	-0.0864942
MYBL1	0.0854361
HEY2	-0.0353536
NPY1R	-0.225219
RASGRP1	-0.0537205
SLIT2	-0.015952
LRP1	-0.710957
RET	-0.710957
TNS3	-0.710957
BLNK	-0.674822
BTG2	-0.832819
KAT2B	-0.832819
RNF144B	-0.832819
TP53INP1	-0.832819
> GSM286759 loglikelihood=-30.931
APOA1	-0.0464038
AR	0.174784
BCL2	0.135352
BCL2L1	0.0199252
BCL2L2	0
BMP2	-0.0531588
CCND1	0.696746
CDK4	0.450565
CTNNB1	-0.467006
ESR1	0
FN1	-0.0864033
HRAS	-0.429155
IGF1R	0
IGF2R	0
INSR	-0.132109
JUN	-0.17583
MAPK1	-0.400957
MAPK3	-0.161215
MMP9	-0.0897403
NCL	0.106173
NOTCH1	0.173283
NPY	-0.0531588
NR1H2	-0.0464038
PAPPA	0.294101
PRKCQ	0.306252
PRKCZ	-0.360514
ROBO1	-0.0114193
SRC	-0.269404
SRF	0.263809
SYK	-0.272056
TP53	-0.367299
ABCA1	-0.0722164
FHL2	0.726031
IGFBP3	-0.110689
MME	0.141896
MMP2	-0.110689
PMAIP1	-0.163951
BCL2L11	-0.0420682
BIK	-0.103524
MGP	-0.0537205
CDK6	0.444724
RBL2	-0.599402
CXCL12	0
IGFBP4	0.726703
PGR	0.311141
ARRB1	0.225376
IGF2	0
FOSL1	-0.175965
FOSL2	-0.175965
RPS6KA3	-0.384647
TH	-0.304158
TSC22D3	-0.38459
GATA4	0.0250896
HSPB8	-0.162033
JAK2	0.0383655
TFPI	-0.0897876
MYBL1	-0.0730213
HEY2	0.0937661
NPY1R	-0.0537205
RASGRP1	0.697014
SLIT2	-0.015952
LRP1	-0.260469
RET	-0.260469
TNS3	-0.260469
BLNK	-0.266418
BTG2	-0.353256
KAT2B	-0.353256
RNF144B	-0.353256
TP53INP1	-0.353256
> GSM286760 loglikelihood=-34.063
APOA1	-0.0464038
AR	0.416126
BCL2	-0.553038
BCL2L1	-0.189891
BCL2L2	0
BMP2	-0.0531588
CCND1	1.68048
CDK4	1.41476
CTNNB1	-0.681711
ESR1	1.03469
FN1	-0.0898978
HRAS	0.571464
IGF1R	0.782006
IGF2R	0
INSR	-0.0468782
JUN	0.765322
MAPK1	0.811559
MAPK3	0.757302
MMP9	-0.0919113
NCL	0.768879
NOTCH1	0.0461646
NPY	-0.0531588
NR1H2	-0.0464038
PAPPA	0.229107
PRKCQ	0.306252
PRKCZ	0.493576
ROBO1	-0.0114193
SRC	0.885561
SRF	-0.0670171
SYK	0.621707
TP53	0.86533
ABCA1	-0.0722164
FHL2	0.183872
IGFBP3	0.684871
MME	0.276148
MMP2	0.684871
PMAIP1	0.761459
BCL2L11	-0.0366948
BIK	0.259999
MGP	-0.0537205
CDK6	0.69131
RBL2	-1.52253
CXCL12	0.417999
IGFBP4	1.14278
PGR	-0.4141
ARRB1	-0.789637
IGF2	0
FOSL1	0.584427
FOSL2	0.584427
RPS6KA3	0.819695
TH	0.774645
TSC22D3	0.638482
GATA4	0.376566
HSPB8	0.568788
JAK2	-0.530924
TFPI	-0.0915342
MYBL1	-0.465544
HEY2	0
NPY1R	-0.0537205
RASGRP1	0.697014
SLIT2	-0.015952
LRP1	0.64034
RET	1.00192
TNS3	0.64034
BLNK	0.518667
BTG2	0.66578
KAT2B	0.66578
RNF144B	0.66578
TP53INP1	0.66578
> GSM286761 loglikelihood=-31.4472
APOA1	-0.0464038
AR	0.253585
BCL2	-0.140561
BCL2L1	-0.0685691
BCL2L2	0
BMP2	-0.15096
CCND1	1.23932
CDK4	0.975035
CTNNB1	-0.485202
ESR1	0.897898
FN1	-0.0896093
HRAS	0.365318
IGF1R	0.650005
IGF2R	0
INSR	-0.0429644
JUN	0.438867
MAPK1	0.425971
MAPK3	0.277258
MMP9	-0.0917323
NCL	1.14955
NOTCH1	0
NPY	-0.0531588
NR1H2	-0.0464038
PAPPA	0.236213
PRKCQ	-0.0531588
PRKCZ	0.552189
ROBO1	-0.0114193
SRC	0.703218
SRF	-0.0629637
SYK	0.517538
TP53	0.300493
ABCA1	-0.0722164
FHL2	0
IGFBP3	0.260463
MME	0.212694
MMP2	0.260463
PMAIP1	0.277917
BCL2L11	-0.0373739
BIK	0.0580484
MGP	-0.115035
CDK6	0.628415
RBL2	-1.10107
CXCL12	0.383424
IGFBP4	1.08423
PGR	0
ARRB1	-0.446645
IGF2	0
FOSL1	0.353795
FOSL2	0.353795
RPS6KA3	0.417418
TH	0.335429
TSC22D3	0.354095
GATA4	0.105572
HSPB8	0.220866
JAK2	-0.17979
TFPI	-0.0913903
MYBL1	-0.778215
HEY2	0
NPY1R	-0.0537205
RASGRP1	-0.0537205
SLIT2	-0.015952
LRP1	0.534384
RET	0.844664
TNS3	0.534384
BLNK	0.436582
BTG2	0.247432
KAT2B	0.247432
RNF144B	0.247432
TP53INP1	0.247432
> GSM286762 loglikelihood=-24.7441
APOA1	-0.0464038
AR	-0.445628
BCL2	0.236679
BCL2L1	0.0499539
BCL2L2	0
BMP2	-0.0531588
CCND1	-1.18044
CDK4	-1.07251
CTNNB1	1.0879
ESR1	-0.725226
FN1	-0.0782272
HRAS	-1.06157
IGF1R	-1.03185
IGF2R	-0.0114193
INSR	-0.0306792
JUN	-1.06984
MAPK1	-1.16266
MAPK3	-1.0102
MMP9	-0.0846703
NCL	-0.995756
NOTCH1	-0.299702
NPY	-0.0531588
NR1H2	-0.0464038
PAPPA	-0.0382675
PRKCQ	-0.0531588
PRKCZ	-0.896223
ROBO1	0.607935
SRC	-0.811221
SRF	-0.168066
SYK	-0.768707
TP53	-1.21039
ABCA1	-0.0722164
FHL2	-0.405706
IGFBP3	-0.722889
MME	-0.330954
MMP2	-0.722889
PMAIP1	-0.788659
BCL2L11	0.019692
BIK	-0.164226
MGP	-0.0537205
CDK6	-1.07742
RBL2	1.10674
CXCL12	-0.459379
IGFBP4	-0.44073
PGR	0.116905
ARRB1	0.787492
IGF2	-0.015952
FOSL1	-0.980948
FOSL2	-0.980948
RPS6KA3	-1.17524
TH	-1.11082
TSC22D3	-1.04689
GATA4	-0.830614
HSPB8	-0.932177
JAK2	0.20763
TFPI	-0.08571
MYBL1	0.134351
HEY2	-0.219441
NPY1R	-0.0537205
RASGRP1	-0.0537205
SLIT2	-0.463549
LRP1	-0.757091
RET	-0.757091
TNS3	-0.757091
BLNK	-0.715176
BTG2	-1.0867
KAT2B	-1.0867
RNF144B	-1.0867
TP53INP1	-1.0867
> GSM286763 loglikelihood=-36.7628
APOA1	-0.0464038
AR	0.323745
BCL2	-0.733192
BCL2L1	-0.22984
BCL2L2	0
BMP2	-0.0531588
CCND1	0.341886
CDK4	0.241945
CTNNB1	0
ESR1	0.902263
FN1	-0.089641
HRAS	0.737897
IGF1R	0.728617
IGF2R	-0.0114193
INSR	-0.102114
JUN	1.23082
MAPK1	1.20068
MAPK3	0.900825
MMP9	-0.0917521
NCL	0.504668
NOTCH1	-0.207653
NPY	-0.0531588
NR1H2	-0.0464038
PAPPA	-0.173257
PRKCQ	0.571291
PRKCZ	0.849132
ROBO1	-0.0114193
SRC	1.0996
SRF	-0.0679433
SYK	0.720746
TP53	1.07395
ABCA1	-0.0722164
FHL2	0.147593
IGFBP3	0.776949
MME	0.237678
MMP2	0.67373
PMAIP1	0.915329
BCL2L11	-0.0255773
BIK	0.3252
MGP	-0.0537205
CDK6	0.238525
RBL2	-0.310918
CXCL12	0.385073
IGFBP4	0.165014
PGR	-0.710094
ARRB1	-1.05329
IGF2	-0.015952
FOSL1	0.815319
FOSL2	0.815319
RPS6KA3	1.11375
TH	1.0249
TSC22D3	0.849313
GATA4	0.443756
HSPB8	0.650739
JAK2	-0.652115
TFPI	-0.0914063
MYBL1	-0.281178
HEY2	-0.15442
NPY1R	-0.0537205
RASGRP1	0.291172
SLIT2	-0.015952
LRP1	0.529035
RET	0.741545
TNS3	0.741545
BLNK	0.593059
BTG2	0.78107
KAT2B	1.16539
RNF144B	0.78107
TP53INP1	0.78107
> GSM286764 loglikelihood=-27.2454
APOA1	-0.143057
AR	-0.404861
BCL2	0.237912
BCL2L1	0.0502712
BCL2L2	0
BMP2	-0.0531588
CCND1	-0.646973
CDK4	-0.587157
CTNNB1	0.26916
ESR1	-0.638017
FN1	-0.0786331
HRAS	-1.11909
IGF1R	-0.675269
IGF2R	-0.0114193
INSR	-0.0304519
JUN	-1.064
MAPK1	-1.17946
MAPK3	-0.849642
MMP9	-0.0849216
NCL	-0.72892
NOTCH1	-0.0667601
NPY	-0.0531588
NR1H2	-0.143057
PAPPA	-0.0836394
PRKCQ	0.571291
PRKCZ	-0.994838
ROBO1	-0.0114193
SRC	-0.918935
SRF	-0.0854837
SYK	-0.864708
TP53	-1.23943
ABCA1	-0.233946
FHL2	-0.299506
IGFBP3	-0.701573
MME	-0.298994
MMP2	-0.701573
PMAIP1	-0.773004
BCL2L11	0.00921114
BIK	-0.164904
MGP	-0.0537205
CDK6	-0.591113
RBL2	0.612338
CXCL12	-0.429334
IGFBP4	-0.612037
PGR	0.120659
ARRB1	0.800025
IGF2	-0.015952
FOSL1	-0.976069
FOSL2	-0.976069
RPS6KA3	-1.18127
TH	-1.02781
TSC22D3	-1.05982
GATA4	-0.616006
HSPB8	-0.791509
JAK2	0.192583
TFPI	-0.085912
MYBL1	0.115363
HEY2	-0.0620624
NPY1R	-0.0537205
RASGRP1	0.291172
SLIT2	-0.015952
LRP1	-0.852906
RET	-0.852906
TNS3	-0.852906
BLNK	-0.797414
BTG2	-1.10869
KAT2B	-1.10869
RNF144B	-1.10869
TP53INP1	-1.10869
> GSM286765 loglikelihood=-22.8211
APOA1	-0.0464038
AR	-0.43063
BCL2	0.232574
BCL2L1	0.0486762
BCL2L2	0
BMP2	-0.0531588
CCND1	-0.372158
CDK4	-0.336504
CTNNB1	0.157537
ESR1	-0.509906
FN1	-0.174597
HRAS	-1.05707
IGF1R	-0.519481
IGF2R	-0.0114193
INSR	-0.0305054
JUN	-0.963969
MAPK1	-1.09581
MAPK3	-0.94092
MMP9	-0.145077
NCL	-0.536131
NOTCH1	-0.0229568
NPY	-0.0531588
NR1H2	-0.0464038
PAPPA	-0.0393278
PRKCQ	-0.0531588
PRKCZ	-0.978635
ROBO1	-0.0114193
SRC	-0.925825
SRF	0.557159
SYK	-0.978674
TP53	-1.12757
ABCA1	-0.0722164
FHL2	-0.0242116
IGFBP3	-0.7444
MME	-0.39916
MMP2	-0.7444
PMAIP1	-0.799523
BCL2L11	0.0180315
BIK	-0.161788
MGP	-0.0537205
CDK6	-0.340408
RBL2	0.349808
CXCL12	-0.48741
IGFBP4	-0.348004
PGR	0.159318
ARRB1	0.873581
IGF2	-0.015952
FOSL1	-0.891155
FOSL2	-0.891155
RPS6KA3	-1.11421
TH	-1.03896
TSC22D3	-0.994374
GATA4	-0.0508242
HSPB8	-0.872091
JAK2	0.201831
TFPI	-0.134351
MYBL1	0.0933147
HEY2	-0.035536
NPY1R	-0.0537205
RASGRP1	-0.0537205
SLIT2	-0.015952
LRP1	-0.858987
RET	-0.858987
TNS3	-0.858987
BLNK	-0.89183
BTG2	-1.02218
KAT2B	-1.02218
RNF144B	-1.02218
TP53INP1	-1.02218
> GSM286766 loglikelihood=-24.789
APOA1	-0.0464038
AR	-0.36139
BCL2	0.241058
BCL2L1	0.0542156
BCL2L2	0.610093
BMP2	-0.0531588
CCND1	-0.353666
CDK4	-0.31987
CTNNB1	0.148253
ESR1	-0.475302
FN1	-0.179182
HRAS	-1.28334
IGF1R	-0.500324
IGF2R	-0.0114193
INSR	-0.0302004
JUN	-1.03341
MAPK1	-1.31428
MAPK3	-1.33673
MMP9	-0.254416
NCL	-0.542806
NOTCH1	-0.0195434
NPY	-0.15096
NR1H2	-0.0464038
PAPPA	-0.0395337
PRKCQ	-0.0531588
PRKCZ	-1.09519
ROBO1	-0.0114193
SRC	-0.984893
SRF	-0.0505079
SYK	-1.02839
TP53	-1.56478
ABCA1	-0.0722164
FHL2	-0.257152
IGFBP3	-0.756638
MME	-0.265357
MMP2	-0.756638
PMAIP1	-0.841407
BCL2L11	-0.268672
BIK	-0.450807
MGP	-0.0537205
CDK6	-0.323815
RBL2	0.332177
CXCL12	-0.414138
IGFBP4	-0.332057
PGR	0.197957
ARRB1	1.05337
IGF2	-0.015952
FOSL1	-0.950377
FOSL2	-0.950377
RPS6KA3	-1.35222
TH	-1.3445
TSC22D3	-1.15941
GATA4	-0.448188
HSPB8	-1.19727
JAK2	1.00841
TFPI	-0.225658
MYBL1	0.09423
HEY2	-0.0335105
NPY1R	-0.115035
RASGRP1	-0.0537205
SLIT2	-0.015952
LRP1	-0.910584
RET	-0.910584
TNS3	-0.910584
BLNK	-0.931746
BTG2	-1.32854
KAT2B	-1.32854
RNF144B	-1.32854
TP53INP1	-1.32854
> GSM286767 loglikelihood=-39.9593
APOA1	-0.129244
AR	0
BCL2	0.21753
BCL2L1	-0.279053
BCL2L2	0
BMP2	-0.0531588
CCND1	0
CDK4	0.0886608
CTNNB1	0
ESR1	0.281782
FN1	-0.0859066
HRAS	0.295291
IGF1R	0.318121
IGF2R	-0.0114193
INSR	-0.0432846
JUN	0.388238
MAPK1	0.561957
MAPK3	0
MMP9	-0.0894297
NCL	0.272708
NOTCH1	-0.11799
NPY	0.571291
NR1H2	-0.129244
PAPPA	-0.0459478
PRKCQ	-0.0531588
PRKCZ	0.484034
ROBO1	0.607935
SRC	0.577114
SRF	-0.0602813
SYK	0.26204
TP53	0
ABCA1	-0.300852
FHL2	0
IGFBP3	0
MME	0
MMP2	0.41612
PMAIP1	0.191741
BCL2L11	-0.0763668
BIK	-0.151984
MGP	-0.0537205
CDK6	0.0853657
RBL2	-0.122996
CXCL12	0.113177
IGFBP4	0.130125
PGR	-0.209965
ARRB1	-0.467226
IGF2	-0.015952
FOSL1	0.31392
FOSL2	0.31392
RPS6KA3	0.598805
TH	0.541601
TSC22D3	0.461771
GATA4	0
HSPB8	0.155835
JAK2	0.203458
TFPI	-0.089537
MYBL1	-0.149084
HEY2	-0.0944141
NPY1R	0.291172
RASGRP1	-0.0537205
SLIT2	-0.463549
LRP1	0.729709
RET	0.449796
TNS3	0.449796
BLNK	0.220614
BTG2	0.20222
KAT2B	0.20222
RNF144B	0.20222
TP53INP1	0.20222
> GSM286768 loglikelihood=-22.5428
APOA1	-0.0464038
AR	-0.406855
BCL2	0.228505
BCL2L1	0.0475059
BCL2L2	0
BMP2	-0.156646
CCND1	-0.979394
CDK4	-1.12087
CTNNB1	0.420001
ESR1	-0.668011
FN1	0.549612
HRAS	-1.01854
IGF1R	-0.7685
IGF2R	-0.0114193
INSR	-0.0307478
JUN	-1.03705
MAPK1	-1.14015
MAPK3	-0.750404
MMP9	0.260469
NCL	-1.03572
NOTCH1	-0.200714
NPY	-0.0531588
NR1H2	-0.0464038
PAPPA	-0.0385337
PRKCQ	-0.0531588
PRKCZ	-0.93446
ROBO1	-0.0114193
SRC	-0.859942
SRF	-0.0506092
SYK	-0.812354
TP53	-1.05624
ABCA1	-0.0722164
FHL2	-0.269774
IGFBP3	-0.653957
MME	-0.300634
MMP2	-0.653957
PMAIP1	-0.714582
BCL2L11	0.00604044
BIK	-0.159304
MGP	-0.225219
CDK6	-0.896824
RBL2	1.16026
CXCL12	-0.128463
IGFBP4	-0.423492
PGR	0.101331
ARRB1	0.709988
IGF2	-0.015952
FOSL1	-0.953453
FOSL2	-0.953453
RPS6KA3	-1.12401
TH	-1.06045
TSC22D3	-1.02939
GATA4	-0.360545
HSPB8	-0.702364
JAK2	0.180559
TFPI	0.153004
MYBL1	0.136367
HEY2	-0.250693
NPY1R	-0.0537205
RASGRP1	-0.0537205
SLIT2	-0.015952
LRP1	-0.800663
RET	-0.800663
TNS3	-0.800663
BLNK	-0.752841
BTG2	-0.964665
KAT2B	-0.964665
RNF144B	-0.964665
TP53INP1	-0.964665
> GSM286769 loglikelihood=-64.1769
APOA1	-0.143616
AR	0.796414
BCL2	-1.0554
BCL2L1	-0.281986
BCL2L2	0
BMP2	0.45958
CCND1	0.719407
CDK4	0.853795
CTNNB1	0.302231
ESR1	1.68901
FN1	0.544689
HRAS	1.50665
IGF1R	0.550903
IGF2R	0.607935
INSR	0.575843
JUN	1.56611
MAPK1	1.37242
MAPK3	1.50994
MMP9	0.257407
NCL	1.18641
NOTCH1	-0.451049
NPY	-0.0531588
NR1H2	-0.0457755
PAPPA	-0.147711
PRKCQ	-0.156646
PRKCZ	1.71617
ROBO1	-0.359006
SRC	2.06493
SRF	-0.0713005
SYK	1.53597
TP53	1.42893
ABCA1	-0.153199
FHL2	0.308234
IGFBP3	1.6096
MME	0.41095
MMP2	1.16034
PMAIP1	1.30428
BCL2L11	-0.0929394
BIK	0.406122
MGP	0.0199243
CDK6	0.45547
RBL2	-0.757143
CXCL12	0.964029
IGFBP4	0.427731
PGR	-0.988419
ARRB1	-1.79868
IGF2	-0.463549
FOSL1	0.910675
FOSL2	0.910675
RPS6KA3	1.45733
TH	1.38618
TSC22D3	0.915309
GATA4	0.626691
HSPB8	0.632884
JAK2	-1.20321
TFPI	0.150717
MYBL1	-0.810515
HEY2	-0.334692
NPY1R	-0.0537205
RASGRP1	-0.225219
SLIT2	0.736738
LRP1	0.680446
RET	0.680446
TNS3	1.68242
BLNK	1.52909
BTG2	0.92
KAT2B	0.92
RNF144B	0.92
TP53INP1	0.92
> GSM286770 loglikelihood=-50.5957
APOA1	0.297377
AR	0.490502
BCL2	-0.430115
BCL2L1	-0.157248
BCL2L2	0
BMP2	-0.156646
CCND1	-0.0856496
CDK4	-0.3532
CTNNB1	0.34048
ESR1	1.10178
FN1	0.545146
HRAS	0.493598
IGF1R	0.421582
IGF2R	0.0951282
INSR	-0.125899
JUN	0.733254
MAPK1	0.756932
MAPK3	0.871982
MMP9	0.257576
NCL	0.194578
NOTCH1	-0.370388
NPY	-0.0531588
NR1H2	0
PAPPA	-0.0506991
PRKCQ	-0.0531588
PRKCZ	0.739803
ROBO1	0
SRC	1.81557
SRF	-0.0683261
SYK	1.91753
TP53	0.713998
ABCA1	0.632202
FHL2	0.218542
IGFBP3	0.607087
MME	0.317182
MMP2	0.607087
PMAIP1	0.66154
BCL2L11	-0.137688
BIK	0.207348
MGP	-0.225219
CDK6	-0.0903944
RBL2	0.369398
CXCL12	0.859299
IGFBP4	0.466745
PGR	-0.390646
ARRB1	-1.2106
IGF2	-0.191579
FOSL1	0.564062
FOSL2	0.564062
RPS6KA3	0.927704
TH	0.772307
TSC22D3	0.602377
GATA4	0.43107
HSPB8	0.443618
JAK2	-0.627322
TFPI	0.150803
MYBL1	-0.111438
HEY2	-0.272651
NPY1R	-0.0537205
RASGRP1	-0.0537205
SLIT2	0.29837
LRP1	0.918164
RET	0.664258
TNS3	1.60475
BLNK	1.74485
BTG2	0.567673
KAT2B	0.567673
RNF144B	0.567673
TP53INP1	0.567673
> GSM286771 loglikelihood=-51.9288
APOA1	0.570748
AR	-0.49934
BCL2	0.439362
BCL2L1	-0.215635
BCL2L2	0
BMP2	-0.0531588
CCND1	-0.383514
CDK4	-0.346682
CTNNB1	-0.110121
ESR1	-0.588866
FN1	-0.235319
HRAS	-1.39003
IGF1R	-0.602353
IGF2R	-0.359006
INSR	-0.129666
JUN	-1.40799
MAPK1	-1.41201
MAPK3	-1.06091
MMP9	-0.366098
NCL	-0.579531
NOTCH1	0.574736
NPY	0.306252
NR1H2	-0.146928
PAPPA	-0.0389376
PRKCQ	-0.0531588
PRKCZ	-1.23989
ROBO1	0
SRC	-1.19926
SRF	-0.0495455
SYK	-1.10341
TP53	-1.47691
ABCA1	0.124547
FHL2	-0.350251
IGFBP3	-1.00022
MME	-0.440242
MMP2	-1.00022
PMAIP1	-1.03214
BCL2L11	0.076629
BIK	-0.280561
MGP	-0.0537205
CDK6	-0.478114
RBL2	0.360422
CXCL12	-0.512088
IGFBP4	-0.395601
PGR	0.156552
ARRB1	1.03503
IGF2	0.736738
FOSL1	-1.24317
FOSL2	-1.24317
RPS6KA3	-1.40393
TH	-1.22769
TSC22D3	-1.22636
GATA4	-0.418582
HSPB8	-0.975427
JAK2	0.211461
TFPI	-0.411235
MYBL1	0.0990538
HEY2	0.292831
NPY1R	0.697014
RASGRP1	-0.0537205
SLIT2	0
LRP1	-1.09071
RET	-1.09071
TNS3	-1.18523
BLNK	-0.990362
BTG2	-1.27444
KAT2B	-1.35095
RNF144B	-1.35095
TP53INP1	-1.27444
> GSM286772 loglikelihood=-42.5322
APOA1	-0.0464038
AR	0.381908
BCL2	0
BCL2L1	-0.188338
BCL2L2	-0.266051
BMP2	-0.0531588
CCND1	0.626586
CDK4	0.795848
CTNNB1	-0.453803
ESR1	0.271812
FN1	-0.160451
HRAS	-0.313031
IGF1R	0.180719
IGF2R	-0.359006
INSR	-0.0396573
JUN	-0.200256
MAPK1	-0.300552
MAPK3	-0.184856
MMP9	-0.214836
NCL	0.284957
NOTCH1	0.13663
NPY	-0.0531588
NR1H2	-0.0464038
PAPPA	0.569407
PRKCQ	-0.0531588
PRKCZ	-0.321848
ROBO1	-0.0114193
SRC	-0.217005
SRF	0.252635
SYK	-0.224273
TP53	-0.187781
ABCA1	-0.0722164
FHL2	0.782646
IGFBP3	0.0470736
MME	0
MMP2	0.0470736
PMAIP1	0.441695
BCL2L11	0.827214
BIK	0.116479
MGP	-0.0537205
CDK6	0.214417
RBL2	-0.691996
CXCL12	0.0594103
IGFBP4	0.396906
PGR	0.230855
ARRB1	0.236709
IGF2	0.736738
FOSL1	-0.198284
FOSL2	-0.198284
RPS6KA3	-0.297517
TH	-0.255117
TSC22D3	-0.292011
GATA4	0.0109213
HSPB8	-0.183537
JAK2	0.0468575
TFPI	-0.301564
MYBL1	-0.155302
HEY2	0.0726197
NPY1R	-0.0537205
RASGRP1	-0.0537205
SLIT2	-0.015952
LRP1	-0.212585
RET	-0.212585
TNS3	-0.212585
BLNK	-0.222358
BTG2	-0.187817
KAT2B	-0.308714
RNF144B	-0.308714
TP53INP1	-0.187817
> GSM286773 loglikelihood=-57.4563
APOA1	-0.0464038
AR	0
BCL2	0.947747
BCL2L1	-0.60027
BCL2L2	-0.278269
BMP2	-0.0531588
CCND1	0
CDK4	0
CTNNB1	-0.302663
ESR1	0
FN1	-0.158807
HRAS	-1.29739
IGF1R	0
IGF2R	-0.359006
INSR	-0.131209
JUN	-1.15093
MAPK1	-0.996439
MAPK3	-0.963508
MMP9	-0.213839
NCL	-0.292944
NOTCH1	0.0648571
NPY	0.571291
NR1H2	-0.0464038
PAPPA	0.570747
PRKCQ	-0.15096
PRKCZ	-0.959684
ROBO1	0
SRC	-0.652992
SRF	0.387521
SYK	-0.624832
TP53	-1.43032
ABCA1	-0.0722164
FHL2	-0.035727
IGFBP3	-1.09444
MME	0
MMP2	-0.934374
PMAIP1	-0.963522
BCL2L11	0.75256
BIK	-0.352981
MGP	-0.0537205
CDK6	-0.164184
RBL2	0
CXCL12	0
IGFBP4	0
PGR	0.366497
ARRB1	0.940499
IGF2	0.736738
FOSL1	-1.14299
FOSL2	-1.04762
RPS6KA3	-1.0412
TH	-1.04188
TSC22D3	-1.01135
GATA4	0.385449
HSPB8	-0.891765
JAK2	0.203955
TFPI	-0.300798
MYBL1	0.0504991
HEY2	0.0237872
NPY1R	0.291172
RASGRP1	-0.115035
SLIT2	0
